owner_phone,transaction_id,datetime,date,time,amount,currency,type,target_party,description,category,is_financial,medium
mill-chat,e6a05ed3-5dab-4411-ac8a-ecb45141c680,2025-01-12T20:33:04,2025-01-12,20:33:04,1244.17,Rs.,debit,mcdonalds@paytm,Food & Dining,Food & Dining,true,
+919619183585,4708361224180,2025-09-01T01:48:02,2025-09-01,01:48:02,1416.18,INR,debit,starbucks@axis,"Ref:4708361224180, to starbucks@axis, AvlBal:Rs12766.57",Financial - High Confidence,true,
+919619183585,859673464670,2024-11-04T17:44:22,2024-11-04,17:44:22,1324.68,INR,debit,nykaa@hdfc,"Ref:859673464670, to nykaa@hdfc, AvlBal:Rs5126.49",Financial - High Confidence,true,
+919619183585,1390935229747,2024-01-20T11:01:57,2024-01-20,11:01:57,1795.95,Rs.,debit,bestbus@sbi,"Ref:1390935229747, to bestbus@sbi, AvlBal:Rs8575.58",Financial - High Confidence,true,UPI
+919619183585,2723317903594,2024-01-06T09:40:45,2024-01-06,09:40:45,4338.69,INR,credit,some.friend35@okhdfc,"Ref:2723317903594, AvlBal:Rs3198.16",Financial - High Confidence,true,UPI
+919619183585,3863455351196,2024-06-18T05:15:32,2024-06-18,05:15:32,2498.90,Rs,debit,spotify.india@okhdfc,"Ref:3863455351196, to spotify.india@okhdfc, AvlBal:Rs9701.40",Financial - High Confidence,true,
mill-chat,6180e216-a16e-4143-b613-e67ceeba596a,2024-08-05T23:55:21,2024-08-05,23:55:21,1803.95,INR,credit,,Pocket Money,Pocket Money,true,
+919619183585,4488826496026,2025-09-25T16:41:59,2025-09-25,16:41:59,358.22,Rs,debit,myntra@okicici,"Ref:4488826496026, to myntra@okicici, AvlBal:Rs3862.65",Financial - High Confidence,true,
mill-chat,ee990792-81c9-4400-8bbe-a2959590dcb7,2024-04-03T10:18:50,2024-04-03,10:18:50,4421.51,Rs,credit,,Pocket Money,Pocket Money,true,
+919619183585,1504718673644,2025-10-16T09:05:59,2025-10-16,09:05:59,1343.06,Rs.,debit,mahanagargas@sbi,"Ref:1504718673644, to mahanagargas@sbi, AvlBal:Rs4390.06",Financial - High Confidence,true,UPI
+919619183585,5298492156542,2024-04-13T22:59:29,2024-04-13,22:59:29,2383.16,INR,debit,nykaa@hdfc,"Ref:5298492156542, to nykaa@hdfc, AvlBal:Rs2755.64",Financial - High Confidence,true,UPI
+919619183585,5555181180867,2024-09-10T08:17:50,2024-09-10,08:17:50,366.59,Rs,debit,dmart@paytm,"Ref:5555181180867, to dmart@paytm, AvlBal:Rs14495.68",Financial - High Confidence,true,UPI
mill-chat,3932752d-be26-4e97-aa38-d755d87fb40d,2025-02-24T00:53:00,2025-02-24,00:53:00,2860.04,Rs.,credit,amazon.refunds@paytm,Refund,Refund,true,
+919619183585,2160913852581,2025-04-14T15:54:37,2025-04-14,15:54:37,4096.28,INR,credit,amazon.refunds@paytm,"Ref:2160913852581, AvlBal:Rs8018.38",Financial - High Confidence,true,UPI
+919619183585,937923548776,2025-05-15T23:46:02,2025-05-15,23:46:02,729.74,INR,debit,zomatopay@apl,"Ref:937923548776, to zomatopay@apl, AvlBal:Rs10396.72",Financial - High Confidence,true,
+919619183585,1925679035610,2024-09-23T22:53:19,2024-09-23,22:53:19,1356.63,Rs,debit,nafisahamd95@okicici,"Ref:1925679035610, to nafisahamd95@okicici, AvlBal:Rs6884.84",Financial - High Confidence,true,
+919619183585,1960908361143,2025-03-04T23:29:31,2025-03-04,23:29:31,3938.75,INR,credit,some.friend35@okhdfc,"Ref:1960908361143, AvlBal:Rs3681.10",Financial - High Confidence,true,UPI
mill-chat,e3cadd54-95fe-476e-8466-ac279cd45e38,2025-05-08T14:15:50,2025-05-08,14:15:50,2784.70,INR,debit,nafisahamd95@okicici,Personal,Personal,true,
+919619183585,7912964750745,2024-11-26T02:48:28,2024-11-26,02:48:28,62108.73,Rs,credit,company.payroll@icici,"Ref:7912964750745, AvlBal:Rs10455.01",Financial - High Confidence,true,UPI
+919619183585,4330374946955,2025-03-16T10:12:05,2025-03-16,10:12:05,3183.19,Rs.,credit,some.friend35@okhdfc,"Ref:4330374946955, AvlBal:Rs8234.48",Financial - High Confidence,true,UPI
mill-chat,ebae2524-d806-4502-8b84-5252ed2beabf,2024-10-22T06:17:25,2024-10-22,06:17:25,1481.47,Rs,debit,mumbaimetro@sbi,Transportation,Transportation,true,
+919619183585,1161882501412,2025-06-24T12:56:15,2025-06-24,12:56:15,1483.06,Rs.,debit,bookmyshow@apl,"Ref:1161882501412, to bookmyshow@apl, AvlBal:Rs11668.85",Financial - High Confidence,true,UPI
+919619183585,4630326070628,2024-09-15T08:32:59,2024-09-15,08:32:59,1376.13,Rs,debit,aayushsingh66@okicici,"Ref:4630326070628, to aayushsingh66@okicici, AvlBal:Rs13079.35",Financial - High Confidence,true,UPI
mill-chat,dfe2c97b-db25-4bc9-9ce4-5e4a2ed7ff81,2024-05-07T07:43:09,2024-05-07,07:43:09,50064.43,Rs,credit,company.payroll@icici,Salary,Salary,true,
+919619183585,3781167432314,2025-01-18T19:11:56,2025-01-18,19:11:56,1161.60,Rs,debit,netmeds@kotak,"Ref:3781167432314, to netmeds@kotak, AvlBal:Rs10173.81",Financial - High Confidence,true,
+919619183585,4722285269172,2025-08-19T22:33:06,2025-08-19,22:33:06,2621.83,INR,debit,netmeds@kotak,"Ref:4722285269172, to netmeds@kotak, AvlBal:Rs2479.17",Financial - High Confidence,true,
+919619183585,560325096771,2024-04-27T14:21:47,2024-04-27,14:21:47,3774.51,Rs.,credit,some.friend35@okhdfc,"Ref:560325096771, AvlBal:Rs9768.54",Financial - High Confidence,true,UPI
+919619183585,6010903196756,2025-09-24T04:50:23,2025-09-24,04:50:23,3119.65,Rs.,credit,amazon.refunds@paytm,"Ref:6010903196756, AvlBal:Rs12212.07",Financial - High Confidence,true,UPI
+919619183585,2971360005912,2025-02-02T08:39:12,2025-02-02,08:39:12,2116.59,Rs.,debit,flipkart@apl,"Ref:2971360005912, to flipkart@apl, AvlBal:Rs4523.08",Financial - High Confidence,true,UPI
mill-chat,fa14827b-fd64-430a-b233-1d1c5ef5a881,2025-04-29T05:01:21,2025-04-29,05:01:21,3444.14,INR,debit,flipkart@apl,Shopping,Shopping,true,
+919619183585,4057596490092,2024-04-17T16:18:56,2024-04-17,16:18:56,1165.09,Rs.,debit,myntra@okicici,"Ref:4057596490092, to myntra@okicici, AvlBal:Rs9696.74",Financial - High Confidence,true,
+919619183585,4622257719370,2024-02-23T18:43:56,2024-02-23,18:43:56,2110.69,INR,debit,bestbus@sbi,"Ref:4622257719370, to bestbus@sbi, AvlBal:Rs10518.04",Financial - High Confidence,true,UPI
+919619183585,5891962664281,2025-03-12T09:45:54,2025-03-12,09:45:54,62337.20,Rs,credit,company.payroll@icici,"Ref:5891962664281, AvlBal:Rs9387.20",Financial - High Confidence,true,UPI
+919619183585,5532447836605,2024-12-15T08:20:11,2024-12-15,08:20:11,1357.83,INR,credit,some.friend35@okhdfc,"Ref:5532447836605, AvlBal:Rs11823.63",Financial - High Confidence,true,UPI
+919619183585,1912709050126,2024-12-15T00:49:11,2024-12-15,00:49:11,3227.83,Rs,credit,some.friend35@okhdfc,"Ref:1912709050126, AvlBal:Rs10627.34",Financial - High Confidence,true,UPI
mill-chat,e1cc731e-76a9-46ca-a9d1-eb209e57b2c6,2025-02-26T07:55:51,2025-02-26,07:55:51,3450.10,Rs.,debit,bses@paytm,Bills & Utilities,Bills & Utilities,true,
+919619183585,5499991611866,2024-06-28T02:41:44,2024-06-28,02:41:44,3017.72,INR,debit,bses@paytm,"Ref:5499991611866, to bses@paytm, AvlBal:Rs12261.07",Financial - High Confidence,true,
+919619183585,1459457199356,2025-02-19T05:02:53,2025-02-19,05:02:53,1990.14,Rs,debit,netmeds@kotak,"Ref:1459457199356, to netmeds@kotak, AvlBal:Rs9768.71",Financial - High Confidence,true,
+919619183585,2605952217783,2024-04-22T03:00:41,2024-04-22,03:00:41,951.59,Rs,credit,amazon.refunds@paytm,"Ref:2605952217783, AvlBal:Rs14648.91",Financial - High Confidence,true,UPI
+919619183585,3119927507438,2024-10-11T19:44:01,2024-10-11,19:44:01,1182.66,INR,debit,bestbus@sbi,"Ref:3119927507438, to bestbus@sbi, AvlBal:Rs6339.21",Financial - High Confidence,true,
+919619183585,5789506867794,2025-07-09T08:33:41,2025-07-09,08:33:41,2673.73,Rs,debit,swiggy@okhdfc,"Ref:5789506867794, to swiggy@okhdfc, AvlBal:Rs7099.49",Financial - High Confidence,true,UPI
+919619183585,1288412441703,2025-07-31T19:13:15,2025-07-31,19:13:15,1051.18,Rs.,debit,zomatopay@apl,"Ref:1288412441703, to zomatopay@apl, AvlBal:Rs10692.52",Financial - High Confidence,true,
mill-chat,a67dedd2-110d-46d1-957b-346bd0120bbd,2025-08-23T02:38:30,2025-08-23,02:38:30,3406.27,Rs.,credit,,Pocket Money,Pocket Money,true,
+919619183585,2598168654293,2024-08-20T01:41:04,2024-08-20,01:41:04,202.48,INR,credit,some.friend35@okhdfc,"Ref:2598168654293, AvlBal:Rs14651.47",Financial - High Confidence,true,UPI
+919619183585,3080628396284,2025-04-09T12:02:01,2025-04-09,12:02:01,802.07,Rs.,debit,bookmyshow@apl,"Ref:3080628396284, to bookmyshow@apl, AvlBal:Rs7945.57",Financial - High Confidence,true,UPI
+919619183585,1279049408255,2024-09-11T17:04:32,2024-09-11,17:04:32,22.14,INR,debit,bookmyshow@apl,"Ref:1279049408255, to bookmyshow@apl, AvlBal:Rs13533.60",Financial - High Confidence,true,UPI
+919619183585,1264198135832,2025-04-19T12:49:20,2025-04-19,12:49:20,437.21,Rs.,debit,uber.987@okaxis,"Ref:1264198135832, to uber.987@okaxis, AvlBal:Rs3051.09",Financial - High Confidence,true,
+919619183585,4506030588900,2024-10-21T16:59:01,2024-10-21,16:59:01,3376.92,INR,debit,bigbasket@icici,"Ref:4506030588900, to bigbasket@icici, AvlBal:Rs10854.20",Financial - High Confidence,true,UPI
+919619183585,2766723562459,2024-01-30T05:51:33,2024-01-30,05:51:33,772.70,Rs,credit,some.friend35@okhdfc,"Ref:2766723562459, AvlBal:Rs13213.86",Financial - High Confidence,true,UPI
+919619183585,4040337551310,2024-12-03T13:05:15,2024-12-03,13:05:15,3029.31,Rs.,debit,mahanagargas@sbi,"Ref:4040337551310, to mahanagargas@sbi, AvlBal:Rs2909.35",Financial - High Confidence,true,UPI
mill-chat,0fe3e7f6-8786-4ce2-bf1f-374b61af3010,2024-12-02T19:56:01,2024-12-02,19:56:01,866.27,Rs.,debit,mahanagargas@sbi,Bills & Utilities,Bills & Utilities,true,
+919619183585,3605355325818,2025-06-15T08:31:03,2025-06-15,08:31:03,2570.94,Rs,debit,netmeds@kotak,"Ref:3605355325818, to netmeds@kotak, AvlBal:Rs2072.23",Financial - High Confidence,true,
+919619183585,2813562163677,2024-01-08T18:09:50,2024-01-08,18:09:50,2800.51,Rs.,debit,spotify.india@okhdfc,"Ref:2813562163677, to spotify.india@okhdfc, AvlBal:Rs7732.05",Financial - High Confidence,true,UPI
+919619183585,3472839276080,2025-09-06T22:31:05,2025-09-06,22:31:05,1903.56,Rs.,debit,bestbus@sbi,"Ref:3472839276080, to bestbus@sbi, AvlBal:Rs12780.39",Financial - High Confidence,true,UPI
+919619183585,1322358945833,2024-12-04T03:13:53,2024-12-04,03:13:53,1942.11,Rs,debit,vi.recharge@kotak,"Ref:1322358945833, to vi.recharge@kotak, AvlBal:Rs6344.87",Financial - High Confidence,true,
+919619183585,4845288334200,2025-08-12T02:58:40,2025-08-12,02:58:40,2019.80,Rs,debit,zomatopay@apl,"Ref:4845288334200, to zomatopay@apl, AvlBal:Rs1545.01",Financial - High Confidence,true,UPI
+919619183585,3349312320156,2025-03-03T11:19:18,2025-03-03,11:19:18,2514.72,INR,debit,bookmyshow@apl,"Ref:3349312320156, to bookmyshow@apl, AvlBal:Rs11825.80",Financial - High Confidence,true,
+919619183585,4950507735171,2025-01-05T18:57:40,2025-01-05,18:57:40,2420.69,Rs.,debit,zomatopay@apl,"Ref:4950507735171, to zomatopay@apl, AvlBal:Rs13801.79",Financial - High Confidence,true,UPI
+919619183585,2441481570242,2024-02-27T05:51:57,2024-02-27,05:51:57,2182.90,Rs.,debit,mcdonalds@paytm,"Ref:2441481570242, to mcdonalds@paytm, AvlBal:Rs1747.92",Financial - High Confidence,true,UPI
+919619183585,3126320866515,2025-04-23T18:44:55,2025-04-23,18:44:55,1490.71,INR,debit,netmeds@kotak,"Ref:3126320866515, to netmeds@kotak, AvlBal:Rs10971.76",Financial - High Confidence,true,
+919619183585,6756212944935,2025-05-29T04:37:51,2025-05-29,04:37:51,1490.23,INR,credit,some.friend35@okhdfc,"Ref:6756212944935, AvlBal:Rs198.17",Financial - High Confidence,true,UPI
+919619183585,4994301258568,2024-12-20T13:43:23,2024-12-20,13:43:23,2017.93,Rs.,debit,mahanagargas@sbi,"Ref:4994301258568, to mahanagargas@sbi, AvlBal:Rs11095.57",Financial - High Confidence,true,
+919619183585,2388106779096,2025-05-03T23:02:15,2025-05-03,23:02:15,2812.02,Rs,debit,zomatopay@apl,"Ref:2388106779096, to zomatopay@apl, AvlBal:Rs9426.54",Financial - High Confidence,true,UPI
+919619183585,1068475121833,2024-03-02T11:28:38,2024-03-02,11:28:38,2274.65,Rs.,debit,aayushsingh66@okicici,"Ref:1068475121833, to aayushsingh66@okicici, AvlBal:Rs1398.75",Financial - High Confidence,true,
+919619183585,1093083500109,2025-09-19T04:38:29,2025-09-19,04:38:29,48309.70,INR,credit,company.payroll@icici,"Ref:1093083500109, AvlBal:Rs5767.13",Financial - High Confidence,true,UPI
+919619183585,5521229122133,2025-07-23T15:43:04,2025-07-23,15:43:04,2993.28,Rs.,credit,amazon.refunds@paytm,"Ref:5521229122133, AvlBal:Rs8178.19",Financial - High Confidence,true,UPI
+919619183585,1818494398550,2024-07-07T02:49:12,2024-07-07,02:49:12,2595.92,INR,debit,amazon@paytm,"Ref:1818494398550, to amazon@paytm, AvlBal:Rs7381.94",Financial - High Confidence,true,
+919619183585,3385501466364,2024-09-07T11:01:52,2024-09-07,11:01:52,1729.61,Rs,debit,netmeds@kotak,"Ref:3385501466364, to netmeds@kotak, AvlBal:Rs1633.76",Financial - High Confidence,true,
+919619183585,3102026611726,2025-10-18T08:01:09,2025-10-18,08:01:09,3348.93,Rs,debit,apollo.pharma@axis,"Ref:3102026611726, to apollo.pharma@axis, AvlBal:Rs10822.42",Financial - High Confidence,true,UPI
+919619183585,3453200531196,2024-05-29T01:53:23,2024-05-29,01:53:23,1819.02,Rs,debit,spotify.india@okhdfc,"Ref:3453200531196, to spotify.india@okhdfc, AvlBal:Rs11587.45",Financial - High Confidence,true,UPI
+919619183585,2276632448009,2025-02-17T06:12:27,2025-02-17,06:12:27,193.32,Rs.,debit,apollo.pharma@axis,"Ref:2276632448009, to apollo.pharma@axis, AvlBal:Rs6369.07",Financial - High Confidence,true,
mill-chat,2f16de70-1a8f-4198-8553-8ce5d7ea620e,2025-10-15T15:31:32,2025-10-15,15:31:32,1399.34,INR,debit,netmeds@kotak,Health,Health,true,
+919619183585,704084502454,2025-08-30T16:01:28,2025-08-30,16:01:28,1804.85,INR,debit,nafisahamd95@okicici,"Ref:704084502454, to nafisahamd95@okicici, AvlBal:Rs11591.24",Financial - High Confidence,true,
+919619183585,4680956455479,2025-04-26T08:27:33,2025-04-26,08:27:33,909.02,Rs.,debit,dmart@paytm,"Ref:4680956455479, to dmart@paytm, AvlBal:Rs4581.92",Financial - High Confidence,true,UPI
+919619183585,2335922644219,2025-04-04T01:40:31,2025-04-04,01:40:31,1166.01,INR,debit,swiggy@okhdfc,"Ref:2335922644219, to swiggy@okhdfc, AvlBal:Rs6245.36",Financial - High Confidence,true,UPI
+919619183585,4236470165278,2024-05-19T02:40:23,2024-05-19,02:40:23,92.47,Rs,debit,dmart@paytm,"Ref:4236470165278, to dmart@paytm, AvlBal:Rs9014.81",Financial - High Confidence,true,
mill-chat,4a33d65d-5084-4f9a-84df-ed284cc6bb08,2024-11-04T05:39:59,2024-11-04,05:39:59,3259.54,Rs.,debit,bigbasket@icici,Groceries,Groceries,true,
+919619183585,3539659504613,2024-07-23T04:04:02,2024-07-23,04:04:02,1584.48,Rs.,credit,gpay.rewards@okhdfc,"Ref:3539659504613, AvlBal:Rs5472.82",Financial - High Confidence,true,UPI
+919619183585,5835909518360,2025-09-04T00:12:52,2025-09-04,00:12:52,683.83,Rs.,debit,bigbasket@icici,"Ref:5835909518360, to bigbasket@icici, AvlBal:Rs10103.11",Financial - High Confidence,true,
+919619183585,1567115359641,2025-04-04T14:38:43,2025-04-04,14:38:43,2150.24,Rs,debit,bses@paytm,"Ref:1567115359641, to bses@paytm, AvlBal:Rs737.69",Financial - High Confidence,true,
+919619183585,697258435727,2025-01-01T19:47:40,2025-01-01,19:47:40,82.03,Rs,debit,vi.recharge@kotak,"Ref:697258435727, to vi.recharge@kotak, AvlBal:Rs5224.39",Financial - High Confidence,true,
+919619183585,5413253723418,2025-06-08T02:37:24,2025-06-08,02:37:24,3158.24,Rs,debit,aayushsingh66@okicici,"Ref:5413253723418, to aayushsingh66@okicici, AvlBal:Rs9521.74",Financial - High Confidence,true,UPI
+919619183585,3626915604668,2024-07-22T21:09:17,2024-07-22,21:09:17,3257.65,Rs,debit,starbucks@axis,"Ref:3626915604668, to starbucks@axis, AvlBal:Rs3131.68",Financial - High Confidence,true,UPI
+919619183585,1104698881001,2024-05-12T18:58:32,2024-05-12,18:58:32,3268.07,INR,debit,nafisahamd95@okicici,"Ref:1104698881001, to nafisahamd95@okicici, AvlBal:Rs9769.60",Financial - High Confidence,true,UPI
+919619183585,3393515167610,2025-04-17T08:43:44,2025-04-17,08:43:44,1899.64,Rs,debit,bigbasket@icici,"Ref:3393515167610, to bigbasket@icici, AvlBal:Rs8359.33",Financial - High Confidence,true,UPI
+919619183585,4245766725926,2025-02-10T09:02:29,2025-02-10,09:02:29,1021.63,Rs.,debit,myntra@okicici,"Ref:4245766725926, to myntra@okicici, AvlBal:Rs8970.02",Financial - High Confidence,true,UPI
+919619183585,3491745905337,2025-05-06T20:34:22,2025-05-06,20:34:22,1369.54,INR,debit,aayushsingh66@okicici,"Ref:3491745905337, to aayushsingh66@okicici, AvlBal:Rs7401.76",Financial - High Confidence,true,UPI
+919619183585,5697357742880,2024-09-25T21:17:38,2024-09-25,21:17:38,1943.46,Rs,debit,swiggy@okhdfc,"Ref:5697357742880, to swiggy@okhdfc, AvlBal:Rs4703.59",Financial - High Confidence,true,
+919619183585,4090786000183,2025-05-22T04:57:22,2025-05-22,04:57:22,1184.74,Rs,debit,bigbasket@icici,"Ref:4090786000183, to bigbasket@icici, AvlBal:Rs5882.97",Financial - High Confidence,true,
+919619183585,5616568624184,2024-08-07T21:19:31,2024-08-07,21:19:31,721.62,INR,debit,uber.987@okaxis,"Ref:5616568624184, to uber.987@okaxis, AvlBal:Rs5657.93",Financial - High Confidence,true,UPI
+919619183585,780504745311,2024-03-04T01:08:22,2024-03-04,01:08:22,2375.73,Rs,debit,bestbus@sbi,"Ref:780504745311, to bestbus@sbi, AvlBal:Rs5802.40",Financial - High Confidence,true,UPI
+919619183585,2368082293073,2025-05-29T05:36:14,2025-05-29,05:36:14,4930.35,INR,credit,gpay.rewards@okhdfc,"Ref:2368082293073, AvlBal:Rs5716.17",Financial - High Confidence,true,UPI
+919619183585,2918886209642,2024-04-10T05:06:41,2024-04-10,05:06:41,2388.16,Rs.,debit,yash.s17@ybl,"Ref:2918886209642, to yash.s17@ybl, AvlBal:Rs2429.83",Financial - High Confidence,true,UPI
+919619183585,4835646044962,2025-05-03T09:21:06,2025-05-03,09:21:06,1774.62,INR,debit,zepto.payments@ybl,"Ref:4835646044962, to zepto.payments@ybl, AvlBal:Rs7827.95",Financial - High Confidence,true,
+919619183585,697339661326,2024-06-14T03:04:03,2024-06-14,03:04:03,3019.40,Rs,debit,starbucks@axis,"Ref:697339661326, to starbucks@axis, AvlBal:Rs6573.64",Financial - High Confidence,true,
mill-chat,be85bff2-741e-4d00-9b5e-67a42a0a1716,2024-01-25T01:33:33,2024-01-25,01:33:33,2737.55,Rs,debit,zepto.payments@ybl,Groceries,Groceries,true,
+919619183585,4356270580407,2025-03-04T13:15:27,2025-03-04,13:15:27,3328.60,INR,debit,apollo.pharma@axis,"Ref:4356270580407, to apollo.pharma@axis, AvlBal:Rs6380.76",Financial - High Confidence,true,
mill-chat,056cddbd-5b03-4869-a5c2-85d72d390f9f,2024-09-01T08:41:22,2024-09-01,08:41:22,28.08,INR,debit,nykaa@hdfc,Shopping,Shopping,true,
+919619183585,4761166967622,2025-07-28T20:59:31,2025-07-28,20:59:31,571.02,Rs.,debit,bookmyshow@apl,"Ref:4761166967622, to bookmyshow@apl, AvlBal:Rs9543.26",Financial - High Confidence,true,
+919619183585,2107074253773,2025-07-11T02:21:53,2025-07-11,02:21:53,706.11,Rs,debit,apollo.pharma@axis,"Ref:2107074253773, to apollo.pharma@axis, AvlBal:Rs10208.84",Financial - High Confidence,true,UPI
+919619183585,4735455575421,2024-04-27T00:53:37,2024-04-27,00:53:37,3331.55,Rs,credit,gpay.rewards@okhdfc,"Ref:4735455575421, AvlBal:Rs3051.63",Financial - High Confidence,true,UPI
+919619183585,4069475130742,2024-02-15T17:32:23,2024-02-15,17:32:23,2197.81,INR,debit,starbucks@axis,"Ref:4069475130742, to starbucks@axis, AvlBal:Rs7916.91",Financial - High Confidence,true,
+919619183585,3020866160843,2025-04-27T21:28:28,2025-04-27,21:28:28,1591.08,Rs,debit,zomatopay@apl,"Ref:3020866160843, to zomatopay@apl, AvlBal:Rs1500.35",Financial - High Confidence,true,
+919619183585,1232546372485,2025-01-26T08:14:13,2025-01-26,08:14:13,395.19,Rs.,debit,mcdonalds@paytm,"Ref:1232546372485, to mcdonalds@paytm, AvlBal:Rs12209.01",Financial - High Confidence,true,UPI
+919619183585,2086692693690,2024-08-23T05:38:57,2024-08-23,05:38:57,63765.44,Rs.,credit,company.payroll@icici,"Ref:2086692693690, AvlBal:Rs5765.81",Financial - High Confidence,true,UPI
+919619183585,7358323745624,2024-07-16T03:36:57,2024-07-16,03:36:57,81497.36,INR,credit,company.payroll@icici,"Ref:7358323745624, AvlBal:Rs14224.09",Financial - High Confidence,true,UPI
mill-chat,d062d280-5b1b-41a1-b12e-b558865aa756,2024-03-26T03:12:46,2024-03-26,03:12:46,1242.40,INR,debit,aayushsingh66@okicici,Personal,Personal,true,
mill-chat,4d52e6cc-763f-4956-ae01-28d8b3482968,2025-06-12T09:34:58,2025-06-12,09:34:58,2084.74,INR,credit,amazon.refunds@paytm,Refund,Refund,true,
+919619183585,3799324708893,2025-04-17T23:30:03,2025-04-17,23:30:03,236.95,Rs.,debit,yash.s17@ybl,"Ref:3799324708893, to yash.s17@ybl, AvlBal:Rs8062.22",Financial - High Confidence,true,
mill-chat,0c15c044-6f56-4e40-beeb-7607ab4ee194,2024-01-19T15:13:16,2024-01-19,15:13:16,1092.36,Rs,debit,vi.recharge@kotak,Bills & Utilities,Bills & Utilities,true,
+919619183585,1653114402085,2025-02-18T16:45:25,2025-02-18,16:45:25,2850.09,Rs.,debit,netmeds@kotak,"Ref:1653114402085, to netmeds@kotak, AvlBal:Rs6149.05",Financial - High Confidence,true,UPI
+919619183585,2921158598590,2025-06-01T10:26:20,2025-06-01,10:26:20,3115.55,INR,debit,flipkart@apl,"Ref:2921158598590, to flipkart@apl, AvlBal:Rs3969.94",Financial - High Confidence,true,UPI
+919619183585,3815111886205,2024-03-30T16:12:51,2024-03-30,16:12:51,563.64,Rs.,debit,swiggy@okhdfc,"Ref:3815111886205, to swiggy@okhdfc, AvlBal:Rs8028.32",Financial - High Confidence,true,
mill-chat,3ebd3411-cbc7-40a5-aec2-eed348935ebf,2025-01-31T12:43:21,2025-01-31,12:43:21,2813.11,Rs,debit,myntra@okicici,Shopping,Shopping,true,
+919619183585,5479505403462,2024-10-21T05:59:29,2024-10-21,05:59:29,3040.37,Rs,debit,bses@paytm,"Ref:5479505403462, to bses@paytm, AvlBal:Rs7381.96",Financial - High Confidence,true,
mill-chat,3127d8c2-ca63-4ef4-b423-4d1e4494ecc7,2024-12-07T19:01:55,2024-12-07,19:01:55,3113.06,Rs.,credit,gpay.rewards@okhdfc,Cashback,Cashback,true,
mill-chat,cd6f53b9-3ac6-43ce-8229-cbf543f76813,2025-05-14T14:34:31,2025-05-14,14:34:31,3299.69,INR,debit,netmeds@kotak,Health,Health,true,
+919619183585,2164229011273,2025-08-18T08:06:22,2025-08-18,08:06:22,1070.46,INR,debit,vi.recharge@kotak,"Ref:2164229011273, to vi.recharge@kotak, AvlBal:Rs3201.48",Financial - High Confidence,true,
mill-chat,1b94a777-a9cc-4b12-9af1-d0f98fcf1939,2024-06-21T12:58:49,2024-06-21,12:58:49,148.30,Rs,debit,apollo.pharma@axis,Health,Health,true,
+919619183585,3136761491146,2024-05-19T20:43:42,2024-05-19,20:43:42,2734.84,Rs,debit,nafisahamd95@okicici,"Ref:3136761491146, to nafisahamd95@okicici, AvlBal:Rs6839.79",Financial - High Confidence,true,UPI
+919619183585,5054699047666,2024-03-29T10:49:17,2024-03-29,10:49:17,599.99,INR,debit,flipkart@apl,"Ref:5054699047666, to flipkart@apl, AvlBal:Rs10325.69",Financial - High Confidence,true,UPI
+919619183585,4064532443156,2024-07-30T21:34:23,2024-07-30,21:34:23,837.30,Rs.,debit,spotify.india@okhdfc,"Ref:4064532443156, to spotify.india@okhdfc, AvlBal:Rs9845.56",Financial - High Confidence,true,UPI
mill-chat,03ee6560-5315-4d30-9568-c3541893135e,2024-04-21T09:57:06,2024-04-21,09:57:06,2645.36,Rs,credit,some.friend35@okhdfc,From Friend,From Friend,true,
+919619183585,1379841378286,2024-05-17T08:13:05,2024-05-17,08:13:05,1082.29,INR,debit,bestbus@sbi,"Ref:1379841378286, to bestbus@sbi, AvlBal:Rs11488.74",Financial - High Confidence,true,
+919619183585,3324326152896,2025-08-09T01:21:18,2025-08-09,01:21:18,2127.05,Rs.,debit,mcdonalds@paytm,"Ref:3324326152896, to mcdonalds@paytm, AvlBal:Rs6456.18",Financial - High Confidence,true,
mill-chat,5dfe8331-c0f3-4bde-afa2-99ac1f325a64,2025-09-29T01:17:57,2025-09-29,01:17:57,1564.57,Rs.,credit,,Pocket Money,Pocket Money,true,
+919619183585,2111386064896,2025-04-15T16:45:11,2025-04-15,16:45:11,3171.39,Rs.,credit,some.friend35@okhdfc,"Ref:2111386064896, AvlBal:Rs8763.22",Financial - High Confidence,true,UPI
+919619183585,5262755302381,2025-05-07T02:36:39,2025-05-07,02:36:39,2967.84,Rs.,debit,myntra@okicici,"Ref:5262755302381, to myntra@okicici, AvlBal:Rs2830.81",Financial - High Confidence,true,
+919619183585,5769426943648,2025-08-06T16:12:23,2025-08-06,16:12:23,983.10,Rs.,debit,amazon@paytm,"Ref:5769426943648, to amazon@paytm, AvlBal:Rs8042.37",Financial - High Confidence,true,
mill-chat,26de2a48-92e8-46d2-b9f4-9413a7beaa08,2024-09-09T01:28:15,2024-09-09,01:28:15,3446.19,INR,debit,flipkart@apl,Shopping,Shopping,true,
+919619183585,2702035151615,2025-03-06T00:26:34,2025-03-06,00:26:34,2561.29,Rs.,debit,aayushsingh66@okicici,"Ref:2702035151615, to aayushsingh66@okicici, AvlBal:Rs5032.22",Financial - High Confidence,true,
+919619183585,5279027779778,2025-05-29T22:23:09,2025-05-29,22:23:09,3496.77,INR,debit,starbucks@axis,"Ref:5279027779778, to starbucks@axis, AvlBal:Rs4398.70",Financial - High Confidence,true,
